item_name,Measure,Units,Grams
sweet red bell pepper,1,ml,0.55
sweetener,1,ml,0.1
swiss cheese,1,ml,0.92
syrup,1,ml,1.38
tabasco,1,ml,0.96
taco sauce,1,ml,1.08
taco seasoning,1,ml,0.58
tahini,1,ml,1.01
tamari,1,ml,1.22
tamarind paste,1,ml,0.68
tangerine juice,1,ml,1.05
tap water,1,ml,1.0
tapioca,1,ml,0.64
tapioca flour,1,ml,0.51
tapioca pudding mix,1,ml,1.08
tapioca starch,1,ml,0.51
tarragon,1,ml,0.22
tater tots,1,ml,0.51
tequila,1,ml,0.74
teriyaki sauce,1,ml,1.22
thai sweet chili sauce,1,ml,0.99
thousand island dressing,1,ml,1.07
toasted almond,1,ml,0.47
toasted halzenut,1,ml,0.64
toasted pecan,1,ml,0.47
toffee bits,1,ml,0.74
tofu,1,ml,1.05
tomato,1,ml,0.7
tomato chili sauce,1,ml,1.15
tomato juice,1,ml,1.03
tomato pasta sauce,1,ml,1.12
tomato paste,1,ml,1.1
tomato pesto,1,ml,0.99
tomato puree,1,ml,1.06
tomato sauce,1,ml,1.04
tomato soup,1,ml,1.05
tonic water,1,ml,1.03
topping,1,ml,1.1
tortellini,1,ml,0.46
tortilla chip,1,ml,0.14
triple berry cereals,1,ml,0.26
tubettini,1,ml,0.38
turbinado sugar,1,ml,0.75
turkey,1,ml,0.96
turkey breast,1,ml,0.96
turkey gravy,1,ml,0.96
turkey stock,1,ml,1.01
turmeric,1,ml,0.62
turnip,1,ml,0.55
vanilla almond milk,1,ml,1.01
vanilla bean,1,ml,0.78
vanilla bean paste,1,ml,0.78
vanilla cake mix,1,ml,0.51
vanilla coffee creamer powder,1,ml,0.61
vanilla coffee mix,1,ml,0.61
vanilla extract,1,ml,0.61
vanilla flavoring,1,ml,0.61
vanilla frozen yogurt,1,ml,0.61
vanilla greek yogurt,1,ml,0.96
vanilla ice cream,1,ml,0.56
vanilla mapple cookies,1,ml,0.96
vanilla powder,1,ml,0.53
vanilla protein powder,1,ml,0.75
vanilla pudding mix,1,ml,0.3
vanilla rice milk,1,ml,1.01
vanilla shake powder,1,ml,0.41
vanilla sorbet,1,ml,0.9
vanilla soy milk,1,ml,1.03
vanilla soy yogurt,1,ml,0.96
vanilla sugar,1,ml,0.85
vanilla syrup,1,ml,1.27
vanilla yogurt,1,ml,0.96
vegan egg substitute powder,1,ml,1.01
vegetable bouillon granules,1,ml,0.01
vegetable bouillon powder,1,ml,0.01
vegetable juice,1,ml,1.04
vegetable oil,1,ml,0.92
vegetable stock,1,ml,0.93
vermicelli pasta,1,ml,0.38
vinaigrette dressing,1,ml bottle,0.99
vinegar,1,ml,1.01
walnut,1,ml,0.44
walnut oil,1,ml,0.92
wasabi peas,1,ml,0.51
water,1,ml,1.0
water chestnut,1,ml,1.04
watercress,1,ml,0.14
watermelon,1,ml,0.65
wheat,1,ml,0.81
wheat berries,1,ml,0.76
wheat bran,1,ml,0.25
wheat crackers,1,ml,0.35
wheat flakes,1,ml,0.16
wheat flour,1,ml,0.53
wheat germ,1,ml,0.49
whipped butter,1,ml,0.64
whipped cream,1,ml,0.22
whiskey,1,ml,0.74
white bean,1,ml,0.85
white bread,1,ml,0.17
white chocolate chip,1,ml,0.71
white chocolate pudding mix,1,ml,0.3
white onion,1,ml,0.61
white pepper,1,ml,0.48
white rice,1,ml,0.78
white sugar,1,ml,0.85
white vinegar,1,ml,1.01
white wine,1,ml,0.99
whole allspice,1,ml,0.4
whole berry cranberry sauce,1,ml can,1.18
whole milk,1,ml,1.04
whole milk ricotta cheese,1,ml,1.04
whole oat flour,1,ml,0.44
whole wheat bread,1,ml,0.17
whole wheat flour,1,ml,0.51
wild rice,1,ml,0.68
wine,1,ml,0.99
worcestershire sauce,1,ml,1.16
xanthan gum,1,ml,1.5
yam,1,ml,0.63
yeast,1,ml,0.81
yeast extract spread,1,ml,1.22
yellow bell pepper,1,ml,0.63
yellow cake mix,1,ml,0.51
yellow mustard,1,ml,1.03
yellow mustard seed,1,ml,0.43
yellow onion,1,ml,0.61
yellow pepper,1,ml,0.63
yellow snap bean,1,ml,0.42
yellow squash,1,ml,0.48
yogurt,1,ml,1.04
yukon gold potato,1,ml,0.63
zaatar spice,1,ml,0.29
zucchini,1,ml,0.5
alfalfa sprouts,1,ml,0.1712
alfredo sauce,1,ml,1.049
wheat bran cereal,1,ml,0.16
almonds,1,ml,0.5833
anise liqueur,1,ml,1.2849
apple strawberry juice,1,ml,1.06
apricot yogurt,1,ml,1.02
astragalus root,1,ml,0.51
baby lima beans,1,ml,0.7185
baked bean,1,ml,1.0736
banana blueberry yogurt,1,ml,1.05
banana flavoring,1,ml,0.88
banana pepper,1,ml,0.5241
barbecue sauce,1,ml,1.1718
bean sprouts,1,ml,0.4396
beef and vegetable soup,1,ml,1.0144
beef heart,1,ml,0.9586
beef jerky,1,ml,0.9586
beef short ribs,1,ml,0.958
beet greens,1,ml,0.951
berry blue gelatin mix,1,ml,0.4734
berry frozen yogurt,1,ml,0.76
biscuit,1,ml,0.9586
bitter melon,1,ml,0.3931
black beer,1,ml,1.004276472
blackberries,1,ml,0.6086
blueberries,1,ml,0.6255
boneless pork chop,1,ml,0.958
bouquet garni,1,ml,0.9586
boysenberries,1,ml,0.5579
boysenberry syrup,1,ml,1.4138
brazil nuts,1,ml,0.5621
bread crumbs,1,ml,0.4565
breakfast sausage,1,ml,0.9586
brussel sprouts,1,ml,0.3719
bulgur,1,ml,0.5917
bun,1,ml,0.9586
peanut butter and chocolate bar,1,ml,0.7904
candied orange zest,1,ml,1.2173
candied pecan,1,ml,0.3339
canned caper,1,ml,0.58
canned chipotle pepper,1,ml,1.0154
canned clams,1,ml,0.6763
canned kidney beans,1,ml,0.727
canned lima beans,1,ml,1.02
canned stewed tomatoes,1,ml,1.0778
canned strawberry,1,ml,1.07
canned white beans,1,ml,0.55
corn and oat cereal,1,ml,0.15
capellini,1,ml,0.3858
cappuccino chips,1,ml,0.09
caramel yogurt,1,ml,0.96
cashews,1,ml,0.5791
chayote,1,ml,0.6763
cheese cracker,1,ml,0.2832
cheese ravioli,1,ml,0.7004
cheese sauce,1,ml,1.0651
cheese soup,1,ml,1.061
cheesecake,1,ml,0.9586
cherry chips,1,ml,0.304326204
cherry extract,1,ml,0.88
cherry jelly,1,ml,1.352560905
chicken bouillon granule,1,ml,0.4058
chicken sausage,1,ml,0.9586
chili bean,1,ml,1.0694
chocolate candy,1,ml,0.72
chocolate chip cookies,1,ml,0.9586
chocolate covered espresso bean,1,ml,0.61
chocolate with crisped rice,1,ml,0.81
chocolate yogurt,1,ml,0.9586
chuck,1,ml,0.958
chutney,1,ml,1.1497
citrus rind,1,ml,0.41
clam,1,ml,0.9595
clam juice,1,ml,1.0144
cloves pod,1,ml,0.44
cocktail sauce,1,ml,1.0144
cod fish,1,ml,0.958
coffee bean,1,ml,0.42
orange liqueur,1,ml,1.18
concentrated grape juice,1,ml,1.0688
concentrated limeade,1,ml,1.0448
concentrated pineapple juice,1,ml,1.01
condensed chicken soup,1,ml,1.04
condensed cream of celery,1,ml,1.0651
condensed cream of mushroom,1,ml,1.0905
cooked pasta,1,ml,0.49
cooked potato,1,ml,0.66
cooked tuna,1,ml,0.958
cookie dough syrup,1,ml,1.014420679
corn chips,1,ml,0.9468
cornbread stuffing,1,ml,0.8453
crab,1,ml,0.958
cranberries,1,ml,0.4438
cranberry peach juice,1,ml,1.06
crawfish,1,ml,1.06
cream cheese frosting,1,ml,0.9637
semolina porridge,1,ml,0.7439
cream soda,1,ml,1.0448
cremini mushroom,1,ml,0.336
croutons,1,ml,0.13
curry leaf,1,ml,0.1403
dandelion greens,1,ml,0.2325
dark turkey meat,1,ml,0.9637
date,1,ml,0.6213
dinner roll,1,ml,0.1691
dried bean,1,ml,0.25
dried blueberries,1,ml,0.68
dried chili pepper,1,ml,0.1564
dried cranberries,1,ml,0.6763
dried italian dressing,1,ml,0.71
dried mustard,1,ml,0.4159
dried savory,1,ml,0.2908
dried shiitake mushroom,1,ml,0.9586
dried strawberries,1,ml,0.733341616
edamame,1,ml,0.4987
elderberry flower,1,ml,0.12
emmental cheese,1,ml,0.46
extra lean ground beef,1,ml,0.9552
farfalle pasta,1,ml,0.3858
fava bean,1,ml,0.6348
fettuccine pasta,1,ml,0.32
fingerling potato,1,ml,0.7185
fish,1,ml,0.9586
fish fillet,1,ml,0.958
fish stock,1,ml,0.9848
fontina cheese,1,ml,0.5072
french vanilla coffee mix,1,ml,0.61
fresh pawpaw,1,ml,0.56
fresh yeast,1,ml,0.95
fromage frais,1,ml,0.52
frozen berries,1,ml,0.5991
frozen canned strawberry in juice,1,ml,1.07
frozen concentrated juice,1,ml,1.2
frozen cranberries,1,ml,0.4438
frozen mixed berries,1,ml,0.59
fusilli,1,ml,0.3858
ginger snap,1,ml,0.9586
gingerbread syrup,1,ml,1.014420679
ginseng root,1,ml,0.405768272
glaze,1,ml,1.3052
gluten flour,1,ml,0.69
gluten free pasta,1,ml,0.4438
goji berries,1,ml,0.3787
gooseberries,1,ml,0.634
graham cracker crust,1,ml,0.9586
gravy,1,ml,0.9637
gravy mix,1,ml,0.9586
greek olives,1,ml,0.5495
green cardamom,1,ml,0.39
green olives,1,ml,0.9586
ground buffalo meat,1,ml,0.61
ground chicken,1,ml,0.9586
ground chili,1,ml,1.0144
ground elk,1,ml,0.9586
ground ostrich,1,ml,0.9586
ground round,1,ml,0.958
ground sirloin,1,ml,0.61
ground turkey breast,1,ml,0.9586
ground veal,1,ml,0.958
ground venison,1,ml,0.9586
ground white pepper,1,ml,0.48
guacamole,1,ml,0.9996
ham hock,1,ml,0.5917
ham steak,1,ml,0.9586
burger,1,ml,0.9586
hash brown patty,1,ml,0.634
havarti cheese,1,ml,0.5178
hazelnuts,1,ml,0.5283
hazelnut liqueur,1,ml,1.18
honey cinnamon cereal,1,ml,0.17
honey graham cracker,1,ml,0.355
hot pork sausage,1,ml,0.958627542
hot sausage,1,ml,0.9586
ice cream sandwich,1,ml,0.9586
italian sausage,1,ml,0.9586
italian turkey sausage,1,ml,0.9586
jarlsberg cheese,1,ml,0.5072
lamb,1,ml,0.9586
lean ground pork,1,ml,0.9586
lean burger,1,ml,0.95
lecithin granule,1,ml,0.51
lemon pickle,1,ml,0.8947
lemon pie filling,1,ml,1.09
lemon verbena leaf,1,ml,0.11
lentils,1,ml,0.8115
lima beans,1,ml,0.7515
lincolnshire poacher cheese,1,ml,0.44
lingonberries,1,ml,0.6255
lychee,1,ml,0.8031
macadamia nuts,1,ml,0.5664
liquid aminos,1,ml,1.1384
mango yogurt,1,ml,1.05
mixed berries,1,ml,0.59
mixed nuts,1,ml,0.47
mushroom gravy,1,ml,1.006
navy bean,1,ml,1.1
None,1,ml,-1
rolled oats,1,ml,0.3435
oat crisp cereal,1,ml,0.26
octopus,1,ml,0.7016
crab seasoning,1,ml,0.4869
onion and garlic powder,1,ml,0.66
orange juice powder,1,ml,0.93
orange tea,1,ml,1
oyster cracker,1,ml,0.19
pancetta,1,ml,0.621332666
pappardelle,1,ml,0.9618
passion fruit yogurt,1,ml,0.96
peach greek yogurt,1,ml,0.9595
peanuts,1,ml,0.62
peanut butter chips,1,ml,1.01
peanut butter cups,1,ml,0.04
peanut butter syrup,1,ml,1.35
pear baby food,1,ml,1.05
pepper berries,1,ml,0.509323716
peppermint stick candy,1,ml,0.55
pina colada yogurt,1,ml,0.96
pine nuts,1,ml,0.13
pistachios,1,ml,0.5199
plantain,1,ml,0.6255
plum juice,1,ml,1.055
pomegranate cranberry juice,1,ml,1.00174042
pomegranate seeds,1,ml,0.59
popcorn,1,ml,0.05
pork bone,1,ml,1.85
pork ribs,1,ml,0.9586
pork tenderloin,1,ml,0.958
port wine,1,ml,1
potato chips,1,ml,0.2367
potato water,1,ml,1
prepared lemon pudding,1,ml,1.24
prepared orange gelatin,1,ml,1.14
prepared strawberry gelatin,1,ml,1.14
probiotic capsule,1,ml,0.958627542
protein shake powder,1,ml,0.41
puffed rice cereal,1,ml,0.07
pumpkin chips,1,ml,0.304326204
pumpkin soup,1,ml,1.0424
rabbit,1,ml,0.958
raisin bread,1,ml,0.9586
raspberries,1,ml,0.5896
red leicester cheese,1,ml,0.44
red wine vinaigrette,1,ml,1.01
refried bean,1,ml,1.006
rice breakfast cereal,1,ml,0.1141
rice cracker,1,ml,0.9586
rigatoni,1,ml,0.32
roasted chestnuts,1,ml,0.6044
roasted hazelnuts,1,ml,0.64
roasted peanuts,1,ml,0.6171
robusto cheese,1,ml,0.44
roquefort cheese,1,ml,0.9586
round steak,1,ml,0.9586
salad dressing mix,1,ml,0.7304
salt pork,1,ml,0.9586
saltine cracker,1,ml,0.3
sausage,1,ml,0.9586
scallop,1,ml,0.9586
self rising cornmeal,1,ml,0.5157
serrano pepper,1,ml,0.4438
shallot,1,ml,0.6763
shiitake mushroom,1,ml,0.2959
shrimp bouillon cube,1,ml,0.405768272
sirloin steak,1,ml,0.958
skinless chicken thigh,1,ml,0.9586
soba noodle,1,ml,0.4818
soda,1,ml,1.0381
sole,1,ml,0.9586
sour cherry,1,ml,0.5452
soybean oil,1,ml,0.95
spaghetti,1,ml,0.38
spaghetti squash,1,ml,0.4269
canned cooked pork,1,ml,0.9586
stew meat,1,ml,0.958
stilton cheese,1,ml,0.5706
stout beer,1,ml,1.2257
strawberries,1,ml,0.7376
strawberry frozen yogurt,1,ml,0.7354
strawberry kiwi drink mix,1,ml,0.74
strawberry puree,1,ml,2.1945
sundried tomatoes packed in oil,1,ml,0.4649
taro,1,ml,0.44
grated and deep fried potatoes,1,ml,0.5072
toasted almonds,1,ml,0.47
toffee and milk chocolate bar,1,ml,0.29
tortilla chips,1,ml,0.1353
triple berry cereal,1,ml,0.26
turmeric root,1,ml,0.405768272
udon noodles,1,ml,0.59
vanilla maple cookie,1,ml,0.958627542
vanilla wafer,1,ml,0.3381
veal,1,ml,0.9586
vegetable bouillon cube,1,ml,0.59
vegetable protein,1,ml,0.409868222
vegetable soup,1,ml,0.99
veggie burger,1,ml,0.61
venison,1,ml,0.9586
walnuts,1,ml,0.4406
water chestnuts,1,ml,1.0398
watermelon juice,1,ml,1.06
watermelon zest,1,ml,0.405768272
wheat cracker,1,ml,0.3508
whipped cream mix,1,ml,0.34
white chocolate,1,ml,0.8327
white chocolate chips,1,ml,0.7101
white peppercorns,1,ml,0.420984582
wiener,1,ml,0.9586
natural blood orange juice,1,ml,1.038
crab meat,1,ml,0.95
chicken wing,1,ml,0.41
frozen fudge bar,1,ml,0.71
oven roasted chicken breast,1,ml,1.12
boneless skinless chicken thigh,1,ml,0.87
lime leaf,1,ml,0.11
ham bone,1,ml,1.85
toasted cashews,1,ml,0.58
roasting chicken,1,ml,0.61
beef shank,1,ml,1.1
rotisserie chicken,1,ml,1.06
alfredo sauce mix,1,ml,0.49
spaghetti sauce mix,1,ml,0.54
frozen dinner roll,1,ml,0.169070113
ground ham,1,ml,0.55
cooked wild rice,1,ml,0.6932
cooked lentils,1,ml,0.83
canned roasted red pepper,1,ml,0.596
frozen yellow squash,1,ml,0.4776
frozen tomatoes,1,ml,0.6953
canned green beans,1,ml,0.5706
frozen mixed greens,1,ml,0.1358
frozen crab,1,ml,0.958
canned bamboo shoots,1,ml,0.5537
frozen shrimp,1,ml,0.48
frozen peapod,1,ml,0.3402
frozen lima beans,1,ml,0.7515
frozen pumpkin puree,1,ml,1.0355
frozen orange pineapple juice,1,ml,1.0398
canned grapefruit,1,ml,0.9721
frozen plain yogurt,1,ml,0.9586
frozen skim milk,1,ml,1.0351
frozen crushed pineapple,1,ml,1.0524
frozen pumpkin,1,ml,0.4903
canned plum,1,ml,0.6974
frozen creamed corn,1,ml,1.082
frozen leek,1,ml,0.3762
frozen asparagus,1,ml,0.5664
frozen fish fillet,1,ml,0.958
lemon peel,1,ml,0.4058
lime peel,1,ml,0.4058
orange peel,1,ml,0.4058
halibut,1,ml,0.958
mahi mahi,1,ml,0.958
haddock,1,ml,1.04
canned beef soup,1,ml,1.0144
clam chowder,1,ml,1.0736
cooked lobster,1,ml,0.958
mussel,1,ml,0.634
oyster,1,ml,0.9586
pike,1,ml,0.958
red snapper,1,ml,0.958
rockfish,1,ml,0.9586
rouille,1,ml,0.9333
sea bass,1,ml,0.9586
frozen clams,1,ml,0.9595
frozen haddock,1,ml,0.958
frozen mahi mahi,1,ml,0.958
frozen potato,1,ml,0.634
amchur powder,1,ml,0.635
asafoetida powder,1,ml,0.635
garam masala powder,1,ml,0.5275
basil oil,1,ml,1.1031
garlic oil,1,ml,1.1031
parboiled rice,1,ml,0.7819
parboiled long grain rice,1,ml,0.7819
enriched rice,1,ml,0.7819
glutinous rice,1,ml,0.7819
instant brown rice,1,ml,0.8031
instant white rice,1,ml,0.7819
jasmine rice,1,ml,0.7819
long grain brown rice,1,ml,0.8031
short grain brown rice,1,ml,0.8031
short grain white rice,1,ml,0.7819
steamed rice,1,ml,0.6678
whole grain rice,1,ml,0.8031
long grain white rice,1,ml,0.7819
red lentils,1,ml,0.8115
mung beans,1,ml,0.8115
pickled ginger,1,ml,1.0144
toasted pistachios,1,ml,0.5199
rose wine,1,ml,1.0245
salsa verde,1,ml,1.0144
scotch bonnet pepper,1,ml,0.9586
sriracha sauce,1,ml,1.3187
szechuan sauce,1,ml,1.1158
thai basil,1,ml,0.1403
bird eye chili,1,ml,1.0144
canned corn kernel with peppers,1,ml,1.08
canned sweet corn,1,ml,0.6129
canned water chestnut,1,ml,1.0398
canned mixed vegetables,1,ml,0.5919
acorn squash,1,ml,1.05
asian pear,1,ml,0.9586
baby spinach,1,ml,0.1268
banana ice cream,1,ml,0.6763
bean noodle,1,ml,0.38886126
beef,1,ml,0.9637
beef bone,1,ml,1.85
beefsteak tomato,1,ml,0.6953
biscotti,1,ml,0.9586
black tea,1,ml,1.002
blackberry yogurt,1,ml,0.9586
blood orange,1,ml,0.78
blueberry pie filling,1,ml,1.08
boneless skinless chicken breast,1,ml,1.0989
candy,1,ml,0.52
canned anchovies,1,ml,0.958627542
canned baby lima beans,1,ml,1.02
canned black beans,1,ml,1.0144
canned cherry,1,ml,0.76
canned hearts of palm,1,ml,0.62
canned peach,1,ml,0.93
canned pears,1,ml,1.0313
canned tomatoes with green chilies,1,ml,1.0186
canned tomatoes with herbs,1,ml,1.02
canned tomatoes with onion and garlic,1,ml,1.02
canned tropical fruit,1,ml,1.09
canned tuna,1,ml,0.9586
celery rib,1,ml,0.467
chai tea,1,ml,1.0073
cheese tortellini,1,ml,1.03
chicken gumbo soup,1,ml,1.0313
chicken noodle,1,ml,1.0482
chicken tenders,1,ml,0.9586
chicken thigh,1,ml,0.958
chorizo,1,ml,0.9586
cinnamon stick,1,ml,0.9586
clementine,1,ml,0.9586
coconut nectar,1,ml,1.62
condensed tomato soup,1,ml,1.0482
corn kernel with peppers,1,ml,0.59
corn on the cob,1,ml,0.6129
cream of asparagus soup,1,ml,1.0482
creme caramel yogurt,1,ml,0.74
curry sauce,1,ml,1.5584
dark chocolate covered peppermint confection,1,ml,0.736849821
enchilada sauce,1,ml,1.0144
enoki mushroom,1,ml,0.2726
feijoa,1,ml,1.03
french dressing,1,ml,1.0736
french onion soup,1,ml,1.1633
french vanilla ice cream,1,ml,0.73
fresh galangal,1,ml,0.41
fruit baby food,1,ml,0.946792634
gluten free bread,1,ml,0.1691
graham cracker,1,ml,0.355
green cauliflower,1,ml,0.2705
green peppercorns,1,ml,0.420984582
ground lamb,1,ml,0.958
ground turkey,1,ml,0.9586
hard boiled egg,1,ml,0.5748
hickory smoked bacon,1,ml,0.47
iceberg lettuce,1,ml,0.2726
instant maple brown sugar oatmeal,1,ml,0.24
italian bread,1,ml,0.1691
key lime pie yogurt,1,ml,0.9586
kidney beans,1,ml,0.75
kohlrabi,1,ml,0.5706
lean ground beef,1,ml,0.9552
lean ground turkey,1,ml,0.9586
light bread,1,ml,0.9586
lime,1,ml,0.9586
lime gelatin mix,1,ml,0.4734
macaroni and cheese,1,ml,0.8369
mango sherbet,1,ml,0.66
meat bone,1,ml,1.85
muenster cheese,1,ml,0.5178
muffin mix,1,ml,0.71
natural lime juice,1,ml,1.06
orange soda,1,ml,1.0482
peas and carrots,1,ml,0.5917
pepper bacon,1,ml,0.9586
peppermint tea,1,ml,1.002
pinto bean,1,ml,0.8136
prosciutto,1,ml,0.9586
ramen noodle,1,ml,0.27
raspberry gelatin mix,1,ml,1.14
rice pilaf,1,ml,0.6944
russian dressing,1,ml,1.025
smoked salmon,1,ml,0.958
soup,1,ml,1.0482
sourdough bread,1,ml,0.1796
spanish rice mix,1,ml,0.4903
sponge cake with creamy filling,1,ml,0.169070113
star anise seed,1,ml,0.4396
strawberry drink mix,1,ml,0.93
strawberry protein powder,1,ml,0.41
strawberry soda,1,ml,1.041471897
sweet italian sausage,1,ml,0.9586
tangelo,1,ml,1.0355
tangerine,1,ml,0.8242
tea,1,ml,1.002
toffee ice cream,1,ml,0.6255
tortilla,1,ml,0.9586
turkey bacon,1,ml,0.9586
turkey sausage,1,ml,0.9586
turkey stuffing,1,ml,0.7209
vanilla caramel latte mix,1,ml,0.61
vanilla milk mix,1,ml,0.813570469
vegetable soup mix,1,ml,0.91
vinaigrette dressing,1,ml,0.9938
wheat biscuit cereal,1,ml,0.24
whipped cream cheese,1,ml,0.6763
white cheddar cheese,1,ml,0.5178
white chocolate raspberry yogurt,1,ml,0.59
whole berry cranberry sauce,1,ml,1.18
whole chicken,1,ml,0.9586
whole wheat pasta,1,ml,0.3858
wheat tortilla,1,ml,0.958627542
sandwich bread,1,ml,0.169070113
garlic toast,1,ml,0.169070113
frozen concentrated strawberry daiquiri,1,ml,1.03
frozen peas and carrots,1,ml,0.59
mushroom soup mix,1,ml,0.91
coleslaw,1,ml,1.28
canned navy beans,1,ml,1.3969
canned carrot,1,ml,1
frozen cheese ravioli,1,ml,0.7004
canned asparagus,1,ml,1.02
cooked boneless skinless chicken breast,1,ml,0.5917
cooked shrimp,1,ml,0.6129
frozen baby lima beans,1,ml,0.7185
canned beet root,1,ml,0.7238
frozen plum,1,ml,0.6974
frozen fig,1,ml,0.9586
frozen berry juice,1,ml,1.22
cooked beet root,1,ml,0.7185
frozen currant,1,ml,0.6086
frozen blood orange,1,ml,0.6974
frozen orange,1,ml,0.6974
acorn squash,1,large,140.0
alfredo sauce,1,g container,1.0
alfredo sauce,1,g jar,1.0
alfredo sauce mix,1,g package,1.0
almond,1,g bag,1.0
almond,1,g package,1.0
baby portabella mushroom,1,can,70.0
baguette,1,slice,139.0
banana pepper,1,small,33.0
bay leaf,1,small,0.2
beef bouillon,1,g can,1.0
beef stock,1,can,297.66
black peppercorns,1,whole,0.06
broccoli,1,bunch,608.0
butternut squash,1,large,140.0
cabbage,1,medium sized,465.5
canned black bean,1,g can,1.0
canned black eyed peas,1,can,425.24
canned chili pepper,1,g can,1.0
canned clam,1,g can,1.0
canned clams,1,g can,1.0
canned crab,1,g can,1.0
canned kidney beans,1,g can,1.0
canned lentil,1,g can,1.0
canned mixed vegetables,1,g can,1.0
canned peas,1,g package,1.0
canned pinto bean,1,g can,1.0
canned pinto beans,1,g can,1.0
canned roasted red pepper,1,g jar,1.0
canned sauerkraut,1,g can,1.0
canned tomato,1,g canned,1.0
canned tomatoes and green chilies,1,g can,1.0
canned water chestnut,1,g can,1.0
cardamom,1,whole,0.2
chayote,1,large,160.0
cheese sauce,1,g jar,1.0
chicken bouillon cube,1,packet,11.0
chorizo,1,small,28.35
cilantro,1,sprig,2.0
cinnamon stick,1,small,1.3
clam,1,dozen,1020.0
clam,1,g can,1.0
clam,1,g small,1.0
clam chowder,1,g can,1.0
clam juice,1,g bottle,1.0
condensed cream of celery soup,1,g can,1.0
corn kernel,1,g package,1.0
crimini mushrooms,1,g package,1.0
curry leaf,1,sprig,0.5
curry leaf,1,stalk,2.5
dill pickle,1,large,135.0
dried rosemary,1,large,1.2
eggplant,1,small,432.0
fire roasted canned tomatoes,1,g can,1.0
fresh chive,1,bunch,3.0
fresh sage,1,sprig,0.5
fresh spinach,1,bunch,340.0
frozen asparagus,1,bunch,134.0
frozen creamed corn,1,g package,1.0
frozen mahi mahi,1,g package,1.0
frozen mixed vegetables,1,bag,287.88
frozen mixed vegetables,1,g box,1.0
frozen onion,1,small,70.0
frozen peas,1,g package,1.0
frozen peas and carrots,1,g package,1.0
frozen potato,1,medium,213.0
frozen spinach,1,package,250.0
frozen yellow squash,1,g box,1.0
garbanzo,1,g package,1.0
ginger root,1,small,10.0
green apple,1,slice,182.0
green peas,1,g bag,1.0
ham steak,1,small,28.35
instant mashed potato,1,g package,1.0
italian parsley,1,bunch,3.8
leek,1,small,89.0
lemon juice,1,small,56.8
lime,1,large,67.0
natural lime juice,1,medium,44.0
natural lime juice,1,small,44.0
onion,1,half,55.0
onion,1,medium size,110.0
onion,1,medium sized,110.0
onion,1,slice,70.0
orange zest,1,small,12.0
parsnip,1,large,133.0
peas,1,g package,1.0
plum tomato,1,g can,1.0
plum tomato,1,medium,62.0
poblano pepper,1,large,64.0
poblano pepper,1,medium,64.0
potato,1,medium sized,213.0
raw garlic,1,clove,3.0
raw garlic,1,large,3.0
raw garlic,1,medium,3.0
red apple,1,slice,182.0
red apple,1,small,149.0
red snapper,1,small,85.0
roma tomato,1,medium,62.0
roma tomato,1,medium sized,62.0
romano bean,1,g can,1.0
rutabaga,1,medium,386.0
saffron,1,small,0.04
salsa verde,1,g can,1.0
salt pork,1,slice,20.0
sandwich bread,1,large,36.8
soup mix,1,g can,1.0
sweet potato,1,kg,1000.0
sweet red bell pepper,1,small,45.0
tomato,1,g canned,1.0
tomato juice,1,g canned,1.0
veal,1,small,85.0
water,1,can,237.0
water,1,cups,236.73
white cheddar cheese,1,slice,28.0
white rice,1,g bag,1.0
white wine,1,glass,147.0
wild rice,1,g package,1.0
yellow bell pepper,1,large,164.0
yellow onion,1,slice,13.75
yellow pepper,1,large,186.0
yellow pepper,1,small,119.0
brussel sprout,1,ml,0.37
canned ginger root,1,ml,0.46
canned green peas,1,ml,1.05
canned lentil,1,ml,0.83
canned red bell pepper,1,ml,0.55
chili flakes,1,ml,0.36
clam and tomato juice,1,ml,0.68
clam stock,1,ml,1.01
converted long grain rice,1,ml,0.78
converted rice,1,ml,0.78
corn meal,1,ml,0.49
creamed corn,1,ml canned,1.08
crushed pineapple,1,ml,1.05
curry,1,ml,0.42
dried pasilla pepper,1,ml,0.16
dried shiitake mushrooms,1,ml,0.96
fresh spinach,1,ml packed,0.13
frozen canned corn kernel,1,ml,0.7
green peas,1,ml,0.61
hot banana pepper,1,ml,0.52
lima bean,1,ml,0.75
picante sauce,1,ml,0.96
split peas,1,ml,0.61
stewed tomatoes,1,ml,1.08
tamari sauce,1,ml,1.22
watercress,1,ml small,0.14
frozen blackberries,1,ml,0.6086
anchovy,1,ml,0.9586
artichoke,1,ml,0.3783
artichoke heart,1,ml,0.7101
ziti,1,ml,0.3858
bechamel sauce,1,ml,1.0567
blackened fish seasoning,1,ml,0.0352
condensed broccoli cheese soup,1,ml,1.0163
rapini,1,ml,0.1691
broccolini,1,ml,0.3783
brown rice pasta,1,ml,0.4438
bucatini,1,ml,0.3858
canned black olive,1,ml,0.5693
cheese blend,1,ml,0.4734
fettuccine noodles,1,ml,0.9637
garlic butter,1,ml,0.9603
maitake mushroom,1,ml,0.2959
pearl onion,1,ml,0.9163
vodka,1,ml,0.9441
whole wheat penne,1,ml,0.3858
whole wheat rotini,1,ml,0.3858
whole wheat spaghetti,1,ml,0.3858
rotini,1,ml,0.3858
tagliatelle,1,ml,0.541
tomato garlic and basil sauce,1,ml,1.0355
french onion dip,1,ml,1.0144
buffalo sauce,1,ml,0.9637
